id,pixel_00,pixel_01,pixel_02,pixel_03,pixel_04,pixel_05,pixel_06,pixel_07,pixel_08,pixel_09,pixel_10,pixel_11,pixel_12,pixel_13,pixel_14,pixel_15,pixel_16,pixel_17,pixel_18,pixel_19,pixel_20,pixel_21,pixel_22,pixel_23,pixel_24,pixel_25,pixel_26,pixel_27,pixel_28,pixel_29,pixel_30,pixel_31,pixel_32,pixel_33,pixel_34,pixel_35,pixel_36,pixel_37,pixel_38,pixel_39,pixel_40,pixel_41,pixel_42,pixel_43,pixel_44,pixel_45,pixel_46,pixel_47,pixel_48,pixel_49,pixel_50,pixel_51,pixel_52,pixel_53,pixel_54,pixel_55,pixel_56,pixel_57,pixel_58,pixel_59,pixel_60,pixel_61,pixel_62,pixel_63
img_0888,0,0,0,9,9,0,0,0,0,0,3,15,4,0,0,0,0,0,10,12,0,0,0,0,0,0,12,8,4,3,0,0,0,0,14,16,12,14,5,0,0,0,12,10,0,4,13,0,0,0,9,11,0,6,16,1,0,0,0,8,14,15,8,0
img_0889,0,0,9,16,16,7,0,0,0,7,16,12,7,11,2,0,0,13,13,1,0,0,0,0,0,10,16,10,7,0,0,0,0,0,8,12,16,10,0,0,0,0,0,0,5,16,3,0,0,0,1,0,11,16,1,0,0,0,7,16,16,6,0,0
img_0890,0,0,8,15,12,1,0,0,0,8,13,8,12,6,0,0,0,4,2,0,8,6,0,0,0,0,0,1,13,2,0,0,0,0,0,9,7,0,0,0,0,0,5,13,0,4,4,0,0,0,10,12,9,15,11,0,0,0,9,16,9,7,1,0
img_0891,0,0,9,14,16,13,2,0,0,0,13,8,2,6,4,0,0,0,16,2,9,8,0,0,0,3,15,15,11,14,4,0,0,5,16,6,0,12,2,0,0,5,7,0,3,13,0,0,0,0,5,7,13,6,0,0,0,0,10,16,9,0,0,0
img_0892,0,0,1,13,14,1,0,0,0,1,11,16,10,12,0,0,0,6,16,15,0,13,3,0,0,7,14,5,0,8,9,0,0,6,13,0,0,8,11,0,0,4,15,0,1,14,9,0,0,0,14,8,12,16,3,0,0,0,3,15,15,4,0,0
img_0893,0,0,11,12,2,0,0,0,0,0,15,8,13,2,0,0,0,0,7,11,9,9,0,0,0,4,12,12,16,7,0,0,0,2,10,12,9,12,1,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,16,2,0,0,6,12,12,13,11,0
img_0894,0,0,2,12,16,10,0,0,0,2,15,10,6,15,0,0,0,2,7,1,4,14,0,0,0,0,0,0,9,10,0,0,0,0,0,0,12,3,0,0,0,0,0,8,14,0,0,0,0,0,15,16,15,10,5,0,0,0,1,8,8,11,16,6
img_0895,0,0,0,14,13,1,0,0,0,0,4,16,11,0,0,0,0,0,12,16,1,0,0,0,0,1,15,16,14,1,0,0,0,4,16,12,8,12,7,0,0,2,15,8,0,8,16,2,0,0,10,14,9,15,15,1,0,0,1,14,16,14,2,0
img_0896,0,0,7,16,16,15,8,0,0,0,12,15,15,16,11,0,0,0,0,3,14,15,2,0,0,0,1,14,12,1,0,0,0,0,1,16,15,5,0,0,0,0,0,3,12,15,0,0,0,0,0,4,12,14,1,0,0,0,10,15,10,4,0,0
img_0897,0,0,0,4,14,14,5,0,0,0,0,9,16,16,7,0,0,0,5,15,16,15,3,0,0,4,15,16,16,12,0,0,0,5,16,16,16,12,0,0,0,0,0,12,16,13,1,0,0,0,0,8,16,16,7,0,0,0,0,4,14,15,6,0
img_0898,0,0,4,14,11,0,0,0,0,3,15,15,16,9,0,0,0,8,13,0,3,15,1,0,0,8,12,0,0,8,6,0,0,8,12,0,0,8,8,0,0,5,13,1,0,8,8,0,0,2,15,14,12,15,6,0,0,0,5,16,15,8,0,0
img_0899,0,0,10,16,16,4,0,0,0,0,9,8,13,10,0,0,0,0,0,4,15,6,0,0,0,0,0,13,16,7,0,0,0,0,0,5,13,16,1,0,0,0,0,0,0,16,4,0,0,0,7,3,5,16,2,0,0,0,11,16,16,10,0,0
img_0900,0,1,13,15,12,12,5,0,0,4,16,8,8,6,0,0,0,7,13,0,0,0,0,0,0,8,15,13,15,7,0,0,0,1,6,5,8,12,0,0,0,0,0,0,12,11,0,0,0,0,2,13,14,1,0,0,0,3,14,10,1,0,0,0
img_0901,0,2,15,16,6,0,0,0,0,5,16,15,14,0,0,0,0,5,13,10,14,0,0,0,0,0,0,12,12,0,0,0,0,0,1,16,7,0,0,0,0,0,10,15,2,0,0,0,0,3,16,10,8,6,1,0,0,2,15,16,16,16,7,0
img_0902,0,0,12,13,12,12,12,0,0,0,16,13,12,11,11,0,0,0,16,13,11,2,0,0,0,3,16,14,16,7,0,0,0,0,0,0,11,11,0,0,0,0,0,0,8,11,0,0,0,1,14,11,15,9,0,0,0,0,10,14,12,0,0,0
img_0903,0,0,0,0,11,15,4,0,0,0,0,3,16,16,12,0,0,0,0,8,14,16,12,0,0,0,0,5,10,16,6,0,0,1,7,11,16,13,0,0,0,9,16,16,14,1,0,0,0,3,8,14,16,9,0,0,0,0,0,1,11,16,12,0
img_0904,0,0,0,14,14,1,0,0,0,0,6,16,12,0,0,0,0,0,12,16,2,0,0,0,0,0,16,16,16,9,0,0,0,1,16,15,8,14,9,0,0,0,14,12,0,12,13,0,0,0,6,14,7,16,10,0,0,0,1,13,16,13,1,0
img_0905,0,0,2,10,11,1,0,0,0,0,5,14,3,12,0,0,0,0,6,13,3,15,0,0,0,0,8,15,15,9,0,0,0,2,16,11,9,0,0,0,0,2,14,2,10,0,0,0,0,0,7,6,13,0,0,0,0,0,1,15,6,0,0,0
img_0906,0,0,4,15,4,0,0,0,0,0,9,16,2,0,0,0,0,0,16,10,0,0,0,0,0,6,16,3,0,0,0,0,0,10,15,11,16,13,4,0,0,7,16,16,11,14,14,0,0,2,16,11,5,15,12,0,0,0,3,16,16,14,3,0
img_0907,0,0,3,13,13,3,0,0,0,0,14,8,7,15,1,0,0,3,16,0,0,9,6,0,0,6,13,0,0,4,8,0,0,4,9,0,0,4,8,0,0,1,13,0,0,5,8,0,0,0,14,7,0,11,4,0,0,0,3,15,16,14,0,0
img_0908,0,0,9,16,16,9,0,0,0,5,16,14,15,16,1,0,0,2,11,1,10,15,0,0,0,0,0,1,15,8,0,0,0,0,0,8,15,1,0,0,0,0,6,16,7,8,7,0,0,0,9,16,15,14,2,0,0,0,9,16,13,1,0,0
img_0909,0,0,12,12,14,15,1,0,0,1,15,11,6,5,0,0,0,6,15,12,4,0,0,0,0,6,11,8,13,6,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,9,3,0,0,2,6,1,6,14,3,0,0,1,11,16,13,8,0,0
img_0910,0,0,0,13,15,8,0,0,0,0,1,16,16,10,0,0,0,0,1,16,16,8,0,0,0,0,4,16,16,2,0,0,0,0,11,16,14,0,0,0,0,2,16,16,10,0,0,0,0,0,13,16,15,2,0,0,0,0,1,13,16,4,0,0
img_0911,0,0,0,0,13,8,0,0,0,0,0,5,16,3,0,0,0,0,0,14,10,2,9,0,0,1,11,13,0,10,15,0,0,12,15,5,7,14,10,0,1,15,16,16,16,16,4,0,0,4,4,3,10,14,0,0,0,0,0,0,15,7,0,0
img_0912,0,0,0,8,12,0,0,0,0,0,5,16,3,0,2,0,0,1,16,5,1,10,15,1,0,9,16,4,9,16,7,0,0,7,16,16,16,7,0,0,0,0,2,8,16,2,0,0,0,0,0,10,13,0,0,0,0,0,0,12,10,0,0,0
img_0913,0,1,8,8,11,15,10,0,0,4,16,16,11,12,6,0,0,4,16,4,0,0,0,0,0,1,16,15,8,0,0,0,0,0,4,10,16,6,0,0,0,0,0,0,12,12,0,0,0,6,15,9,13,10,0,0,0,1,13,16,13,4,0,0
img_0914,0,0,11,8,4,13,16,3,0,2,16,16,16,14,9,1,0,4,13,6,16,4,0,0,0,0,2,15,10,0,0,0,0,5,13,16,14,12,2,0,0,8,15,15,12,12,2,0,0,0,15,9,0,0,0,0,0,0,16,7,0,0,0,0
img_0915,0,7,16,16,16,11,2,0,0,5,16,12,8,6,1,0,0,9,16,1,0,0,0,0,0,2,16,15,3,0,0,0,0,0,5,16,14,1,0,0,0,0,0,2,16,10,0,0,0,1,7,13,16,3,0,0,0,4,15,16,6,0,0,0
img_0916,0,0,2,10,15,1,0,0,0,3,16,16,13,13,0,0,0,5,16,12,1,12,1,0,0,7,13,5,0,7,5,0,0,2,14,0,0,7,10,0,0,0,12,2,0,12,7,0,0,0,9,12,12,16,4,0,0,0,0,10,16,6,0,0
img_0917,0,0,0,0,7,14,7,0,0,0,0,3,16,16,9,0,0,0,6,15,16,16,6,0,0,5,16,16,16,16,2,0,0,4,8,8,16,16,0,0,0,0,0,3,16,16,3,0,0,0,0,1,13,16,0,0,0,0,0,0,8,15,0,0
img_0918,0,0,0,7,12,16,16,15,0,0,9,16,10,4,16,10,0,0,14,16,13,14,12,1,0,0,4,16,16,16,12,0,0,0,0,0,0,16,10,0,0,0,0,0,7,15,0,0,0,0,0,1,15,7,0,0,0,0,0,12,6,0,0,0
img_0919,0,0,6,12,13,9,0,0,0,7,14,6,7,16,3,0,0,4,6,5,14,6,0,0,0,0,0,12,14,4,0,0,0,0,0,0,3,14,2,0,0,0,0,0,0,9,7,0,0,0,3,1,0,9,8,0,0,0,5,14,12,13,2,0
img_0920,0,0,4,15,12,1,0,0,0,0,12,11,13,13,1,0,0,3,12,0,0,14,6,0,0,8,12,0,0,11,8,0,0,8,12,0,0,8,8,0,0,6,13,0,0,11,7,0,0,4,16,7,10,15,2,0,0,0,7,13,12,2,0,0
img_0921,0,3,13,16,13,0,0,0,0,9,13,8,16,5,1,0,0,0,8,14,16,16,5,0,0,0,8,16,15,2,0,0,0,0,2,16,7,0,0,0,0,0,7,16,4,0,0,0,0,0,15,9,0,0,0,0,0,2,15,3,0,0,0,0
img_0922,0,0,6,16,16,8,0,0,0,2,16,8,9,16,3,0,0,8,16,1,0,9,9,0,0,9,12,0,0,8,12,0,0,10,12,0,0,8,10,0,0,8,13,0,0,9,8,0,0,2,16,8,6,15,3,0,0,0,8,16,15,8,0,0
img_0923,0,0,0,8,16,16,16,6,0,0,6,14,5,8,16,2,0,0,7,4,0,6,12,0,0,0,0,0,0,12,6,0,0,0,0,11,16,16,10,0,0,0,0,12,16,8,0,0,0,0,0,6,16,0,0,0,0,0,0,12,9,0,0,0
img_0924,0,5,12,13,16,16,2,0,0,11,16,15,8,4,0,0,0,8,14,11,1,0,0,0,0,8,16,16,14,0,0,0,0,1,6,6,16,0,0,0,0,0,0,5,16,3,0,0,0,1,5,15,13,0,0,0,0,4,15,16,2,0,0,0
img_0925,0,0,14,16,16,16,2,0,0,7,16,5,1,0,0,0,0,14,13,7,3,0,0,0,0,4,12,13,16,9,0,0,0,0,0,0,6,15,0,0,0,0,0,0,9,14,0,0,0,0,5,14,16,3,0,0,0,1,15,11,4,0,0,0
img_0926,0,1,15,16,16,16,5,0,0,7,16,16,12,9,1,0,0,13,16,3,0,0,0,0,0,5,16,11,0,0,0,0,0,0,10,16,6,0,0,0,0,0,1,15,11,0,0,0,0,1,4,14,12,0,0,0,0,3,15,16,6,0,0,0
img_0927,0,0,3,15,3,0,0,0,0,0,14,16,1,0,0,0,0,8,16,6,0,8,5,0,0,12,14,0,5,16,8,0,0,12,15,14,16,13,0,0,0,1,11,14,16,5,0,0,0,0,4,15,10,0,0,0,0,0,4,16,5,0,0,0
img_0928,0,0,4,15,14,10,1,0,0,0,7,9,0,9,8,0,0,0,11,9,2,13,7,0,0,0,4,15,14,4,0,0,0,0,6,15,15,1,0,0,0,4,14,1,13,7,0,0,0,7,13,1,5,13,0,0,0,0,7,14,16,16,1,0
img_0929,0,0,1,9,16,16,16,1,0,0,8,15,10,14,13,0,0,0,14,6,0,14,6,0,0,0,6,2,6,16,3,0,0,0,0,12,16,16,10,0,0,0,0,6,16,8,0,0,0,0,0,7,13,0,0,0,0,0,0,14,6,0,0,0
img_0930,0,0,0,3,12,10,0,0,0,0,1,14,6,15,0,0,0,0,0,16,6,10,0,0,0,0,0,14,16,2,0,0,0,0,3,14,15,3,0,0,0,1,16,4,9,9,0,0,0,0,4,13,4,7,8,0,0,0,0,3,10,11,15,2
img_0931,0,0,0,4,14,14,1,0,0,0,3,14,12,10,4,0,0,3,13,4,0,8,6,0,0,3,15,9,2,15,1,0,0,0,2,10,16,13,0,0,0,0,0,0,12,14,4,0,0,0,0,2,12,9,3,0,0,0,0,2,16,14,0,0
img_0932,0,0,3,6,14,5,0,0,0,0,7,15,15,13,0,0,0,0,3,14,13,12,0,0,0,0,0,16,13,1,0,0,0,0,2,16,8,0,0,0,0,0,10,9,14,0,0,0,0,0,12,4,15,2,0,0,0,0,4,15,14,0,0,0
img_0933,0,0,1,11,15,6,0,0,0,2,15,10,16,15,0,0,0,1,14,5,6,11,0,0,0,0,5,14,14,3,0,0,0,0,1,14,16,6,0,0,0,0,10,8,6,15,1,0,0,0,9,9,4,16,3,0,0,0,1,15,15,6,0,0
img_0934,0,0,5,13,16,10,1,0,0,7,16,16,16,16,7,0,0,0,5,2,11,14,5,0,0,0,0,10,15,6,0,0,0,0,9,16,13,2,0,0,0,0,4,11,15,14,0,0,0,0,2,2,13,16,1,0,0,0,5,14,15,9,0,0
img_0935,0,0,5,15,16,14,1,0,0,0,11,13,9,16,5,0,0,0,0,0,5,16,2,0,0,0,0,0,9,11,0,0,0,0,7,13,15,12,1,0,0,0,7,14,14,12,4,0,0,0,0,14,3,0,0,0,0,0,7,10,0,0,0,0
img_0936,0,0,11,12,0,0,0,0,0,2,16,16,16,13,0,0,0,3,16,12,10,14,0,0,0,1,16,1,12,15,0,0,0,0,13,16,9,15,2,0,0,0,0,3,0,9,11,0,0,0,0,0,9,15,4,0,0,0,9,12,13,3,0,0
img_0937,0,1,7,13,14,3,0,0,0,10,13,2,5,10,0,0,0,12,4,0,7,16,0,0,0,6,10,9,13,15,1,0,0,0,2,4,0,14,4,0,0,0,0,0,0,13,2,0,0,0,6,0,5,14,0,0,0,0,5,14,14,5,0,0
img_0938,0,1,10,15,16,13,3,0,0,5,14,5,5,15,8,0,0,0,0,0,2,15,6,0,0,0,0,0,9,16,0,0,0,0,0,0,9,16,0,0,0,0,0,0,4,16,6,0,0,0,2,3,13,12,0,0,0,0,15,13,7,0,0,0
img_0939,0,0,1,13,12,5,0,0,0,0,11,16,4,13,2,0,0,2,16,4,0,8,5,0,0,7,12,0,0,8,8,0,0,6,12,0,0,5,8,0,0,3,16,0,0,8,7,0,0,1,15,8,6,15,3,0,0,0,2,13,15,6,0,0
img_0940,0,0,2,13,15,1,0,0,0,1,14,13,15,4,0,0,0,5,14,2,15,0,0,0,0,6,14,8,13,0,0,0,0,0,7,16,12,1,0,0,0,0,1,15,10,13,1,0,0,0,4,13,4,13,6,0,0,0,0,11,16,14,1,0
img_0941,0,0,12,16,16,7,0,0,0,3,16,10,2,2,0,0,0,4,16,5,0,0,0,0,0,3,16,12,12,9,1,0,0,1,15,16,12,15,9,0,0,0,0,0,3,14,11,0,0,0,3,9,16,16,7,0,0,0,10,12,12,4,0,0
img_0942,0,0,11,10,0,0,0,0,0,0,11,15,0,0,0,0,0,0,11,16,5,0,0,0,0,0,13,16,11,0,0,0,0,0,2,7,16,2,0,0,0,0,0,2,14,6,0,0,0,0,6,10,15,13,8,3,0,0,8,16,16,16,16,12
img_0943,0,0,5,15,7,0,0,0,0,0,14,16,16,5,0,0,0,0,13,14,14,15,0,0,0,0,3,11,14,16,3,0,0,0,0,0,6,16,2,0,0,0,0,0,4,16,7,0,0,0,0,1,11,16,6,0,0,0,4,15,16,10,0,0
img_0944,0,0,1,16,11,0,0,0,0,0,0,15,16,1,0,0,0,0,0,15,14,0,0,0,0,0,2,16,14,0,0,0,0,0,1,16,15,0,0,0,0,0,0,14,13,0,0,0,0,0,0,13,10,0,0,0,0,0,0,12,11,0,0,0
img_0945,0,0,8,12,14,12,3,0,0,0,12,5,0,3,0,0,0,0,16,2,4,1,0,0,0,4,16,14,12,15,4,0,0,0,4,0,0,8,8,0,0,1,0,0,0,11,5,0,0,6,14,1,2,15,1,0,0,0,8,14,16,4,0,0
img_0946,0,0,9,12,13,6,0,0,0,0,16,8,8,15,2,0,0,0,16,10,9,16,5,0,0,0,4,12,11,12,5,0,0,0,0,0,0,8,8,0,0,0,0,0,0,9,7,0,0,0,8,4,7,16,2,0,0,0,10,16,16,7,0,0
img_0947,0,0,12,16,7,0,0,0,0,2,16,5,12,3,0,0,0,0,14,6,3,16,2,0,0,0,2,14,16,12,0,0,0,0,0,0,10,10,0,0,0,0,0,0,10,8,0,0,0,0,8,2,13,7,0,0,0,0,11,16,16,3,0,0
img_0948,0,0,6,12,14,4,0,0,0,2,15,2,1,15,0,0,0,2,14,0,3,16,2,0,0,0,13,5,14,14,6,0,0,0,2,8,4,7,9,0,0,0,0,0,0,9,9,0,0,0,5,0,5,14,3,0,0,0,7,13,12,4,0,0
img_0949,0,1,13,16,15,5,0,0,0,4,16,7,14,12,0,0,0,3,12,2,11,10,0,0,0,0,0,0,14,8,0,0,0,0,0,3,16,4,0,0,0,0,1,11,13,0,0,0,0,0,9,16,14,16,7,0,0,1,16,16,15,12,5,0
img_0950,0,1,13,14,16,15,7,0,0,4,15,3,3,4,1,0,0,4,13,5,8,5,0,0,0,6,16,12,8,14,2,0,0,0,4,0,0,12,4,0,0,0,0,0,1,14,2,0,0,2,12,3,11,9,0,0,0,1,11,16,13,1,0,0
img_0951,0,0,0,10,13,3,0,0,0,0,8,16,14,12,0,0,0,3,16,13,0,14,1,0,0,5,16,6,0,14,5,0,0,6,16,0,0,15,4,0,0,2,13,1,5,16,4,0,0,0,10,16,16,14,1,0,0,0,2,11,13,6,0,0
img_0952,0,0,0,1,14,14,3,0,0,0,0,10,11,13,8,0,0,0,0,7,0,13,8,0,0,0,0,0,7,15,1,0,0,4,8,12,15,4,0,0,0,6,16,16,6,0,0,0,0,0,2,12,12,4,2,0,0,0,0,1,13,16,5,0
img_0953,0,2,15,16,12,0,0,0,0,8,11,8,16,0,0,0,0,3,1,7,13,0,0,0,0,0,0,10,8,0,0,0,0,0,0,15,5,0,0,0,0,0,7,15,0,0,0,0,0,0,14,11,6,5,2,0,0,1,16,16,16,16,9,0
img_0954,0,0,3,13,12,2,0,0,0,0,14,13,15,11,0,0,0,0,7,0,8,15,0,0,0,0,0,0,13,6,0,0,0,0,0,3,16,4,0,0,0,0,0,13,11,0,0,0,0,0,3,16,12,8,1,0,0,0,3,16,11,8,0,0
img_0955,0,0,0,6,15,12,1,0,0,4,12,16,12,16,3,0,0,15,16,6,4,16,3,0,0,4,5,1,15,12,0,0,0,0,0,7,16,10,1,0,0,0,3,2,4,15,7,0,0,0,12,15,8,11,14,0,0,0,1,8,15,16,11,0
img_0956,0,1,12,16,16,9,0,0,0,11,15,9,7,16,3,0,0,13,3,1,10,15,1,0,0,0,0,11,16,8,0,0,0,0,0,5,15,16,5,0,0,0,0,0,0,10,13,0,0,0,7,4,8,15,9,0,0,0,13,16,16,12,1,0
img_0957,0,0,0,13,13,3,0,0,0,0,4,16,8,0,0,0,0,0,9,16,1,0,0,0,0,0,13,16,5,0,0,0,0,2,16,16,14,8,1,0,0,4,16,16,6,16,9,0,0,0,8,16,11,16,10,0,0,0,1,14,16,13,1,0
img_0958,0,0,1,15,11,1,0,0,0,0,9,12,8,12,0,0,0,1,15,1,6,16,2,0,0,2,12,0,1,11,6,0,0,5,10,0,0,11,4,0,0,2,13,0,0,10,3,0,0,0,13,2,3,13,3,0,0,0,1,13,16,15,1,0
img_0959,0,0,0,0,12,8,0,0,0,0,0,3,16,16,0,0,0,0,1,13,16,11,0,0,0,3,15,16,16,8,0,0,0,0,3,7,16,8,0,0,0,0,0,4,16,8,0,0,0,0,0,4,16,14,0,0,0,0,0,0,14,15,5,0
img_0960,0,0,0,6,14,0,0,0,0,0,4,15,4,0,0,0,0,1,13,9,4,7,0,0,0,7,13,1,13,10,6,0,0,14,14,8,16,16,10,0,0,7,15,16,16,7,1,0,0,0,0,6,16,0,0,0,0,0,0,10,13,0,0,0
img_0961,0,0,2,12,15,3,0,0,0,0,15,15,13,15,0,0,0,2,14,3,1,12,3,0,0,4,8,0,0,8,8,0,0,7,10,0,0,9,5,0,0,1,13,5,3,15,2,0,0,0,7,16,14,15,0,0,0,0,0,10,14,4,0,0
img_0962,0,0,0,2,14,2,0,0,0,0,1,13,15,6,0,0,0,0,12,15,12,11,0,0,0,5,16,4,15,6,0,0,0,12,15,8,16,16,11,0,0,6,16,16,16,8,2,0,0,0,2,6,16,0,0,0,0,0,0,2,14,0,0,0
img_0963,0,0,9,16,6,0,0,0,0,3,16,1,16,10,8,0,0,0,15,6,16,8,0,0,0,0,3,16,11,0,0,0,0,0,1,14,12,0,0,0,0,0,6,9,11,2,0,0,0,0,12,1,13,0,0,0,0,0,12,14,3,0,0,0
img_0964,0,0,7,14,2,0,0,0,0,0,2,16,6,0,0,0,0,0,2,15,9,0,0,0,0,0,2,16,12,0,0,0,0,0,2,16,16,5,0,0,0,0,0,3,13,13,0,0,0,0,6,12,14,16,12,5,0,0,5,16,16,16,16,15
img_0965,0,0,4,9,13,5,0,0,0,1,16,16,12,11,0,0,0,0,11,8,5,16,0,0,0,0,7,10,13,10,0,0,0,0,4,16,13,0,0,0,0,0,13,15,12,0,0,0,0,0,11,9,14,5,0,0,0,0,0,10,16,8,0,0
img_0966,0,0,0,6,13,16,16,9,0,0,6,16,14,11,16,10,0,0,2,3,0,4,15,4,0,0,2,9,12,16,13,0,0,2,15,16,16,16,3,0,0,4,9,3,10,10,0,0,0,0,0,1,16,2,0,0,0,0,0,7,9,0,0,0
img_0967,0,0,0,11,16,16,10,0,0,0,10,12,9,15,9,0,0,0,13,8,0,12,5,0,0,0,6,0,4,12,0,0,0,0,2,15,16,16,9,0,0,0,6,13,15,9,1,0,0,0,0,9,9,0,0,0,0,0,1,14,4,0,0,0
img_0968,0,0,6,14,16,5,0,0,0,2,16,16,16,7,0,0,0,2,15,16,15,2,0,0,0,0,6,16,15,7,0,0,0,0,14,10,6,16,3,0,0,1,16,3,0,16,7,0,0,0,10,11,11,15,3,0,0,0,3,14,16,6,0,0
img_0969,0,0,1,14,8,0,0,0,0,0,8,16,4,0,0,0,0,1,16,9,0,1,5,0,0,8,16,5,1,12,15,0,0,10,16,12,11,16,6,0,0,3,14,16,16,8,0,0,0,0,0,11,16,1,0,0,0,0,0,13,14,0,0,0
img_0970,0,0,5,11,8,7,0,0,0,3,16,11,9,16,4,0,0,0,14,3,7,15,0,0,0,0,5,15,15,3,0,0,0,0,10,15,14,1,0,0,0,4,13,0,9,7,0,0,0,3,11,5,13,7,0,0,0,0,6,10,6,0,0,0
img_0971,0,0,0,7,16,16,7,0,0,0,0,14,16,16,4,0,0,2,13,16,16,12,0,0,0,7,16,16,16,12,0,0,0,0,0,10,16,8,0,0,0,0,0,11,16,13,0,0,0,0,0,10,16,16,2,0,0,0,0,9,16,12,2,0
img_0972,0,0,9,16,14,6,0,0,0,6,16,5,10,16,0,0,0,2,15,7,10,16,3,0,0,0,4,8,12,16,4,0,0,0,0,0,0,16,7,0,0,0,0,0,1,16,8,0,0,0,3,0,8,16,1,0,0,0,10,16,13,4,0,0
img_0973,0,0,6,16,11,0,0,0,0,0,9,16,16,5,0,0,0,0,8,16,16,4,0,0,0,0,10,16,13,0,0,0,0,0,13,16,12,0,0,0,0,0,10,16,9,0,0,0,0,0,9,16,10,0,0,0,0,0,4,15,16,3,0,0
img_0974,0,0,2,13,10,0,0,0,0,0,10,13,0,0,0,0,0,0,16,6,0,0,0,0,0,3,16,8,2,0,0,0,0,7,16,16,16,11,0,0,0,4,16,2,4,11,9,0,0,1,13,11,8,12,12,0,0,0,1,12,16,14,4,0
img_0975,0,0,2,16,12,1,0,0,0,0,11,15,13,11,0,0,0,2,16,9,0,14,2,0,0,4,16,12,0,11,5,0,0,4,16,6,0,12,7,0,0,0,15,1,1,15,9,0,0,0,10,9,10,15,2,0,0,0,2,13,16,8,0,0
img_0976,0,0,2,12,8,0,0,0,0,0,12,13,5,0,0,0,0,1,16,1,0,0,0,0,0,2,14,0,0,0,0,0,0,2,16,5,10,10,4,0,0,0,16,14,8,6,13,0,0,0,13,9,2,4,14,0,0,0,3,10,16,16,7,0
img_0977,0,1,8,12,16,16,3,0,0,5,14,8,10,15,0,0,0,0,2,5,14,12,2,0,0,3,15,16,15,12,8,0,0,3,6,14,7,0,0,0,0,0,2,15,1,0,0,0,0,0,10,8,0,0,0,0,0,0,14,4,0,0,0,0
img_0978,0,0,1,13,16,10,0,0,0,0,8,14,13,14,0,0,0,1,15,5,5,15,0,0,0,7,12,0,9,11,0,0,0,1,2,11,15,16,7,0,0,0,4,15,16,9,1,0,0,0,0,10,11,0,0,0,0,0,1,15,7,0,0,0
img_0979,0,0,3,14,15,9,0,0,0,0,10,16,16,13,0,0,0,2,13,16,16,4,0,0,0,0,12,16,16,4,0,0,0,2,13,16,16,4,0,0,0,0,12,16,16,4,0,0,0,0,6,16,16,16,6,0,0,0,2,10,16,16,2,0
img_0980,0,4,12,13,13,6,0,0,0,6,14,8,13,16,0,0,0,0,0,0,11,16,2,0,0,0,0,0,16,15,0,0,0,0,0,0,12,16,3,0,0,0,0,0,4,16,9,0,0,0,1,4,12,16,8,0,0,2,13,16,12,6,0,0
img_0981,0,0,0,14,15,1,0,0,0,0,6,16,11,0,0,0,0,0,13,15,2,0,0,0,0,0,16,12,0,0,0,0,0,3,16,16,16,10,1,0,0,2,16,12,4,11,12,0,0,0,10,14,6,14,15,0,0,0,1,13,16,16,10,0
img_0982,0,0,0,5,13,1,0,0,0,0,1,15,12,0,0,0,0,0,4,16,5,0,0,0,0,0,11,14,3,0,0,0,0,0,11,16,16,4,0,0,0,0,11,11,5,13,0,0,0,0,6,13,7,15,0,0,0,0,0,5,14,9,0,0
img_0983,0,0,0,6,13,7,0,0,0,0,10,13,6,15,0,0,0,0,12,8,4,12,0,0,0,0,0,1,15,3,0,0,0,0,0,10,15,2,0,0,0,0,0,1,5,15,2,0,0,0,14,10,2,5,11,0,0,0,2,7,13,15,8,0
img_0984,0,6,16,16,15,7,0,0,0,2,11,12,16,16,5,0,0,0,0,0,14,15,2,0,0,0,0,1,16,11,0,0,0,0,0,0,14,14,0,0,0,0,0,0,5,16,9,0,0,0,3,7,12,16,7,0,0,3,16,16,15,11,1,0
img_0985,0,0,8,16,16,12,0,0,0,0,16,13,10,16,3,0,0,0,12,1,2,16,4,0,0,0,0,0,6,15,0,0,0,0,0,1,15,10,0,0,0,0,0,9,15,2,0,0,0,1,11,16,12,8,8,1,0,0,11,16,16,16,12,1
img_0986,0,0,0,13,9,0,0,0,0,0,8,15,5,0,0,0,0,0,14,8,0,0,0,0,0,2,16,3,0,2,0,0,0,0,16,13,16,16,6,0,0,1,16,11,4,7,12,0,0,0,11,12,5,13,9,0,0,0,1,12,15,11,2,0
img_0987,0,0,6,14,16,13,0,0,0,0,9,9,9,15,0,0,0,0,0,0,14,9,0,0,0,0,2,10,16,16,12,0,0,0,13,16,12,7,3,0,0,0,3,14,6,0,0,0,0,0,6,16,2,0,0,0,0,0,10,13,0,0,0,0
img_0988,0,0,10,12,14,1,0,0,0,0,16,16,16,12,0,0,0,5,16,8,3,16,0,0,0,8,13,0,0,8,7,0,0,8,12,0,0,6,8,0,0,8,13,0,4,12,8,0,0,7,16,16,16,13,0,0,0,0,11,14,8,1,0,0
img_0989,0,0,0,8,16,16,7,0,0,0,15,16,10,8,1,0,0,3,16,12,5,0,0,0,0,8,16,16,16,3,0,0,0,8,11,2,13,9,0,0,0,0,0,0,11,13,0,0,0,0,0,0,12,11,0,0,0,0,0,11,14,2,0,0
